prophage	host	active	CohenD	prophage-host_ratio	mean_difference	prophage_len	prophage_mean_cov	prophage_median_cov	prophage_sd_cov	prophage_cov_breadth	host_len	host_mean_cov	host_median_cov	host_sd_cov
A15_2-k141_144305_frag_1	A15_2-k141_144305	dormant	0.04793001595821684	0.003391993551853842	0.003391993551853842	297910	0.003391993551853842	0.0	0.10008349024326624	0.0013158336410325265	6359	0.0	0.0	0.0
C1_2-k141_185643_frag_1	C1_2-k141_185643	dormant	0.10535226974209834	0.0	-0.006444023556568317	59608	0.0	0.0	0.0	0.0	135164	0.006444023556568317	0.0	0.08650241264150964
C3_2-k141_166963_frag_1	C3_2-k141_166963	dormant	0.2106474405424817	0.0	-0.0344785361928419	59270	0.0	0.0	0.0	0.0	114332	0.0344785361928419	0.0	0.23147688559194765
A8_2-k141_11335_frag_1	A8_2-k141_11335	dormant	0.045747893914247974	0.4255826519416218	-0.0239822288211919	43617	0.017768301350390904	0.0	0.5478508296896657	0.0010546346607973956	129675	0.041750530171582804	0.0	0.4994846978689306
C13_2-k141_186049_frag_1	C13_2-k141_186049	dormant	0.021698076857420957	0.47554956258304254	-0.0006616164966763542	78343	0.0005999259665828472	0.0	0.02448603796892736	0.0005999259665828472	76890	0.0012615424632592014	0.0	0.03549578811455312
C8_2-k141_7661_frag_1	C8_2-k141_7661	dormant	0.30390180254256766	0.0	-0.08924782784400889	55818	0.0	0.0	0.0	0.0	79184	0.08924782784400889	0.0	0.415316682867182
C21_2-k141_186182_frag_1	C21_2-k141_186182	dormant	0.07365959033804166	0.0	-0.005411055770768001	61230	0.0	0.0	0.0	0.0	48789	0.005411055770768001	0.0	0.10388855575572235
C9_2-k141_59097_frag_1	C9_2-k141_59097	dormant	0.227881989107026	0.0	-0.02906245633645382	59604	0.0	0.0	0.0	0.0	50099	0.02906245633645382	0.0	0.18035879038946692
B1_2-k141_70933_frag_1	B1_2-k141_70933	dormant	0.5468403645383346	0.013004489134322752	-0.3082306643245277	71900	0.004061196105702365	0.0	0.063597977891541	0.004061196105702365	33331	0.3122918604302301	0.0	0.7945909746405144
C15_2-k141_26808_frag_1	C15_2-k141_26808	dormant	0.0	0.0	0.0	54084	0.0	0.0	0.0	0.0	45097	0.0	0.0	0.0
C19_2-k141_56003_frag_1	C19_2-k141_56003	dormant	0.04101593426077653	0.0	-0.000840446487196323	49749	0.0	0.0	0.0	0.0	38075	0.000840446487196323	0.0	0.028978270081208273
D17_2-k141_24953_frag_1	D17_2-k141_24953	dormant	0.04422375760608279	0.0	-0.0019538301442011594	37699	0.0	0.0	0.0	0.0	47087	0.0019538301442011594	0.0	0.062480739721732785
C5_2-k141_27383_frag_1	C5_2-k141_27383	dormant	0.14886349418784414	0.0	-0.019057915057915056	47895	0.0	0.0	0.0	0.0	32375	0.019057915057915056	0.0	0.18105152033747396
C15_1-k141_200213_frag_1	C15_1-k141_200213	dormant	0.46549107637263937	0.0	-0.20988900100908173	50039	0.0	0.0	0.0	0.0	12883	0.20988900100908173	0.0	0.6376660840268485
G11_1-k141_21281_frag_1	G11_1-k141_21281	dormant	0.05578386104636592	0.3156193942990294	-0.010191215316061906	42341	0.004699936232020973	0.0	0.1184503429942385	0.0023381592310054086	485859	0.01489115154808288	0.0	0.22961184039846136
